customer_ID,business_category
95103,Medical organization
95104,Self storage
95105,Library
95106,Animal shelter
95107,Professional service
95108,Sports activity location
95109,Food establishment
95110,Library
95111,Government office
95112,Emergency services
95113,Shopping center
95114,Shopping center
95115,Television station
95116,Employment agency
95117,Emergency services
95118,Shopping center
95119,Self storage
95120,Entertainment business
95121,Library
95122,Dry cleaning or laundry
95123,Food establishment
95124,Medical organization
95125,Travel agency
95126,Animal shelter
95127,Self storage
95128,Financial service
95129,Employment agency
95130,Employment agency
95131,Internet cafe
95132,Government office
95133,Professional service
95134,Store
95135,Entertainment business
95136,Employment agency
95137,Self storage
95138,Child care
95139,Animal shelter
95140,Financial service
95141,Sports activity location
95142,Lodging business
95143,Real estate agent
95144,Real estate agent
95145,Government office
95146,Emergency services
95147,Government office
95148,Employment agency
95149,Animal shelter
95150,Financial service
95151,Animal shelter
95152,Television station
95153,Lodging business
95154,Dry cleaning or laundry
95155,Financial service
95156,Dry cleaning or laundry
95157,Food establishment
95158,Travel agency
95159,Financial service
95160,Travel agency
95161,Financial service
95162,Employment agency
95163,Emergency services
95164,Travel agency
95165,Real estate agent
95166,Health and construction business
95167,Food establishment
95168,Employment agency
95169,Child care
95170,Child care
95171,Tourist information center
95172,Lodging business
95173,Automotive business
95174,Employment agency
95175,Internet cafe
95176,Emergency services
95177,Financial service
95178,Internet cafe
95179,Automotive business
95180,Government office
95181,Travel agency
95182,Tourist information center
95183,Food establishment
95184,Medical organization
95185,Professional service
95186,Emergency services
95187,Financial service
95188,Entertainment business
95189,Real estate agent
95190,Real estate agent
95191,Tourist information center
95192,Sports activity location
95193,Self storage
95194,Health and construction business
95195,Self storage
95196,Store
95197,Emergency services
95198,Travel agency
95199,Real estate agent
95200,Travel agency
95201,Library
95202,Store
95203,Library
95204,Internet cafe
95205,Tourist information center
95206,Medical organization
95207,Animal shelter
95208,Entertainment business
95209,Shopping center
95210,Store
95211,Library
95212,Employment agency
95213,Tourist information center
95214,Employment agency
95215,Internet cafe
95216,Health and construction business
95217,Real estate agent
95218,Automotive business
95219,Shopping center
95220,Store
95221,Food establishment
95222,Tourist information center
95223,Real estate agent
95224,Library
95225,Animal shelter
95226,Store
95227,Lodging business
95228,Food establishment
95229,Government office
95230,Tourist information center
95231,Financial service
95232,Internet cafe
95233,Employment agency
95234,Store
95235,Professional service
95236,Child care
95237,Self storage
95238,Library
95239,Emergency services
95240,Sports activity location
95241,Internet cafe
95242,Lodging business
95243,Real estate agent
95244,Emergency services
95245,Internet cafe
95246,Lodging business
95247,Automotive business
95248,Health and construction business
95249,Financial service
95250,Professional service
95251,Professional service
95252,Real estate agent
95253,Health and construction business
95254,Financial service
95255,Real estate agent
95256,Health and construction business
95257,Emergency services
95258,Child care
95259,Automotive business
95260,Professional service
95261,Automotive business
95262,Health and construction business
95263,Internet cafe
95264,Financial service
95265,Financial service
95266,Library
95267,Tourist information center
95268,Real estate agent
95269,Entertainment business
95270,Lodging business
95271,Food establishment
95272,Store
95273,Travel agency
95274,Employment agency
95275,Real estate agent
95276,Child care
95277,Health and construction business
95278,Television station
95279,Financial service
95280,Shopping center
95281,Employment agency
95282,Shopping center
95283,Library
95284,Sports activity location
95285,Financial service
95286,Food establishment
95287,Dry cleaning or laundry
95288,Travel agency
95289,Professional service
95290,Self storage
95291,Medical organization
95292,Health and construction business
95293,Professional service
95294,Travel agency
95295,Animal shelter
95296,Dry cleaning or laundry
95297,Automotive business
95298,Travel agency
95299,Real estate agent
95300,Internet cafe
95301,Health and construction business
95302,Financial service
95303,Animal shelter
95304,Animal shelter
95305,Automotive business
95306,Library
95307,Lodging business
95308,Child care
95309,Child care
95310,Library
95311,Health and construction business
95312,Employment agency
95313,Professional service
95314,Self storage
95315,Government office
95316,Animal shelter
95317,Travel agency
95318,Government office
95319,Medical organization
95320,Sports activity location
95321,Real estate agent
95322,Sports activity location
95323,Government office
95324,Automotive business
95325,Animal shelter
95326,Travel agency
95327,Sports activity location
95328,Shopping center
95329,Child care
95330,Emergency services
95331,Health and construction business
95332,Professional service
95333,Financial service
95334,Travel agency
95335,Dry cleaning or laundry
95336,Health and construction business
95337,Medical organization
95338,Travel agency
95339,Travel agency
95340,Real estate agent
95341,Real estate agent
95342,Animal shelter
95343,Health and construction business
95344,Child care
95345,Food establishment
95346,Employment agency
95347,Real estate agent
95348,Internet cafe
95349,Internet cafe
95350,Financial service
95351,Entertainment business
95352,Professional service
95353,Financial service
95354,Lodging business
95355,Health and construction business
95356,Lodging business
95357,Dry cleaning or laundry
95358,Self storage
95359,Entertainment business
95360,Employment agency
95361,Tourist information center
95362,Dry cleaning or laundry
95363,Travel agency
95364,Emergency services
95365,Government office
95366,Automotive business
95367,Financial service
95368,Professional service
95369,Employment agency
95370,Automotive business
95371,Internet cafe
95372,Food establishment
95373,Internet cafe
95374,Professional service
95375,Medical organization
95376,Emergency services
95377,Dry cleaning or laundry
95378,Television station
95379,Entertainment business
95380,Financial service
95381,Library
95382,Food establishment
95383,Shopping center
95384,Store
95385,Health and construction business
95386,Employment agency
95387,Shopping center
95388,Animal shelter
95389,Internet cafe
95390,Real estate agent
95391,Real estate agent
95392,Library
95393,Dry cleaning or laundry
95394,Television station
95395,Food establishment
95396,Employment agency
95397,Self storage
95398,Health and construction business
95399,Financial service
95400,Store
95401,Employment agency
95402,Lodging business
95403,Employment agency
95404,Child care
95405,Entertainment business
95406,Television station
95407,Library
95408,Real estate agent
95409,Professional service
95410,Entertainment business
95411,Employment agency
95412,Store
95413,Travel agency
95414,Sports activity location
95415,Travel agency
95416,Food establishment
95417,Emergency services
95418,Emergency services
95419,Library
95420,Medical organization
95421,Health and construction business
95422,Internet cafe
95423,Automotive business
95424,Library
95425,Sports activity location
95426,Self storage
95427,Health and construction business
95428,Travel agency
95429,Shopping center
95430,Library
95431,Store
95432,Tourist information center
95433,Library
95434,Lodging business
95435,Self storage
95436,Self storage
95437,Self storage
95438,Self storage
95439,Child care
95440,Food establishment
95441,Health and construction business
95442,Animal shelter
95443,Emergency services
95444,Entertainment business
95445,Self storage
95446,Professional service
95447,Real estate agent
95448,Lodging business
95449,Self storage
95450,Food establishment
95451,Travel agency
95452,Internet cafe
95453,Health and construction business
95454,Real estate agent
95455,Tourist information center
95456,Self storage
95457,Tourist information center
95458,Professional service
95459,Library
95460,Government office
95461,Internet cafe
95462,Shopping center
95463,Entertainment business
95464,Automotive business
95465,Food establishment
95466,Entertainment business
95467,Emergency services
95468,Medical organization
95469,Real estate agent
95470,Health and construction business
95471,Shopping center
95472,Child care
95473,Self storage
95474,Travel agency
95475,Lodging business
95476,Real estate agent
95477,Food establishment
95478,Shopping center
95479,Shopping center
95480,Food establishment
95481,Animal shelter
95482,Self storage
95483,Emergency services
95484,Animal shelter
95485,Employment agency
95486,Food establishment
95487,Automotive business
95488,Dry cleaning or laundry
95489,Professional service
95490,Library
95491,Entertainment business
95492,Dry cleaning or laundry
95493,Entertainment business
95494,Travel agency
95495,Tourist information center
95496,Emergency services
95497,Child care
95498,Child care
95499,Self storage
95500,Employment agency
95501,Television station
95502,Dry cleaning or laundry
95503,Travel agency
95504,Shopping center
95505,Store
95506,Automotive business
95507,Entertainment business
95508,Lodging business
95509,Self storage
95510,Animal shelter
95511,Library
95512,Animal shelter
95513,Financial service
95514,Sports activity location
95515,Animal shelter
95516,Self storage
95517,Internet cafe
95518,Dry cleaning or laundry
95519,Animal shelter
95520,Automotive business
95521,Dry cleaning or laundry
95522,Sports activity location
95523,Television station
95524,Employment agency
95525,Entertainment business
95526,Medical organization
95527,Emergency services
95528,Emergency services
95529,Health and construction business
95530,Animal shelter
95531,Professional service
95532,Self storage
95533,Financial service
95534,Automotive business
95535,Library
95536,Lodging business
95537,Tourist information center
95538,Dry cleaning or laundry
95539,Health and construction business
95540,Travel agency
95541,Tourist information center
95542,Internet cafe
95543,Government office
95544,Store
95545,Health and construction business
95546,Automotive business
95547,Real estate agent
95548,Health and construction business
95549,Tourist information center
95550,Professional service
95551,Travel agency
95552,Automotive business
95553,Internet cafe
95554,Travel agency
95555,Sports activity location
95556,Employment agency
95557,Self storage
95558,Health and construction business
95559,Travel agency
95560,Emergency services
95561,Medical organization
95562,Medical organization
95563,Shopping center
95564,Real estate agent
95565,Employment agency
95566,Medical organization
95567,Animal shelter
95568,Professional service
95569,Self storage
95570,Medical organization
95571,Emergency services
95572,Emergency services
95573,Shopping center
95574,Internet cafe
95575,Store
95576,Health and construction business
95577,Emergency services
95578,Health and construction business
95579,Professional service
95580,Child care
95581,Employment agency
95582,Employment agency
95583,Sports activity location
95584,Lodging business
95585,Government office
95586,Shopping center
95587,Health and construction business
95588,Tourist information center
95589,Government office
95590,Real estate agent
95591,Store
95592,Lodging business
95593,Health and construction business
95594,Shopping center
95595,Government office
95596,Emergency services
95597,Tourist information center
95598,Internet cafe
95599,Health and construction business
95600,Health and construction business
95601,Financial service
95602,Animal shelter
95603,Health and construction business
95604,Financial service
95605,Store
95606,Self storage
95607,Sports activity location
95608,Health and construction business
95609,Emergency services
95610,Medical organization
95611,Self storage
95612,Employment agency
95613,Travel agency
95614,Library
95615,Automotive business
95616,Professional service
95617,Entertainment business
95618,Internet cafe
95619,Television station
95620,Automotive business
95621,Food establishment
95622,Store
95623,Shopping center
95624,Medical organization
95625,Shopping center
95626,Employment agency
95627,Employment agency
95628,Medical organization
95629,Government office
95630,Internet cafe
95631,Dry cleaning or laundry
95632,Sports activity location
95633,Shopping center
95634,Lodging business
95635,Entertainment business
95636,Library
95637,Self storage
95638,Library
95639,Government office
95640,Emergency services
95641,Sports activity location
95642,Automotive business
95643,Professional service
95644,Lodging business
95645,Television station
95646,Travel agency
95647,Travel agency
95648,Entertainment business
95649,Sports activity location
95650,Health and construction business
95651,Library
95652,Sports activity location
95653,Animal shelter
95654,Entertainment business
95655,Professional service
95656,Emergency services
95657,Financial service
95658,Shopping center
95659,Emergency services
95660,Self storage
95661,Internet cafe
95662,Medical organization
95663,Child care
95664,Lodging business
95665,Professional service
95666,Sports activity location
95667,Animal shelter
95668,Self storage
95669,Shopping center
95670,Emergency services
95671,Self storage
95672,Financial service
95673,Sports activity location
95674,Internet cafe
95675,Animal shelter
95676,Television station
95677,Child care
95678,Self storage
95679,Self storage
95680,Library
95681,Dry cleaning or laundry
95682,Professional service
95683,Animal shelter
95684,Health and construction business
95685,Dry cleaning or laundry
95686,Real estate agent
95687,Financial service
95688,Professional service
95689,Self storage
95690,Real estate agent
95691,Employment agency
95692,Medical organization
95693,Shopping center
95694,Library
95695,Animal shelter
95696,Travel agency
95697,Sports activity location
95698,Employment agency
95699,Employment agency
95700,Sports activity location
95701,Automotive business
95702,Employment agency
95703,Emergency services
95704,Lodging business
95705,Employment agency
95706,Real estate agent
95707,Health and construction business
95708,Automotive business
95709,Entertainment business
95710,Child care
95711,Child care
95712,Child care
95713,Internet cafe
95714,Tourist information center
95715,Food establishment
95716,Sports activity location
95717,Self storage
95718,Real estate agent
95719,Real estate agent
95720,Entertainment business
95721,Dry cleaning or laundry
95722,Self storage
95723,Travel agency
95724,Medical organization
95725,Self storage
95726,Government office
95727,Medical organization
95728,Library
95729,Real estate agent
95730,Emergency services
95731,Financial service
95732,Tourist information center
95733,Child care
95734,Health and construction business
95735,Real estate agent
95736,Television station
95737,Automotive business
95738,Food establishment
95739,Sports activity location
95740,Financial service
95741,Food establishment
95742,Health and construction business
95743,Travel agency
95744,Tourist information center
95745,Food establishment
95746,Medical organization
95747,Health and construction business
95748,Employment agency
95749,Sports activity location
95750,Travel agency
95751,Employment agency
95752,Financial service
95753,Emergency services
95754,Professional service
95755,Store
95756,Store
95757,Tourist information center
95758,Real estate agent
95759,Employment agency
95760,Employment agency
95761,Real estate agent
95762,Animal shelter
95763,Employment agency
95764,Real estate agent
95765,Government office
95766,Library
95767,Professional service
95768,Travel agency
95769,Shopping center
95770,Sports activity location
95771,Internet cafe
95772,Internet cafe
95773,Employment agency
95774,Television station
95775,Store
95776,Financial service
95777,Dry cleaning or laundry
95778,Self storage
95779,Professional service
95780,Financial service
95781,Medical organization
95782,Financial service
95783,Medical organization
95784,Entertainment business
95785,Self storage
95786,Health and construction business
95787,Shopping center
95788,Television station
95789,Library
95790,Entertainment business
95791,Dry cleaning or laundry
95792,Real estate agent
95793,Government office
95794,Government office
95795,Travel agency
95796,Library
95797,Travel agency
95798,Tourist information center
95799,Self storage
95800,Tourist information center
95801,Medical organization
95802,Food establishment
95803,Food establishment
95804,Tourist information center
95805,Library
95806,Self storage
95807,Financial service
95808,Health and construction business
95809,Internet cafe
95810,Automotive business
95811,Real estate agent
95812,Dry cleaning or laundry
95813,Tourist information center
95814,Travel agency
95815,Health and construction business
95816,Employment agency
95817,Internet cafe
95818,Sports activity location
95819,Internet cafe
95820,Dry cleaning or laundry
95821,Store
95822,Food establishment
95823,Self storage
95824,Real estate agent
95825,Lodging business
95826,Real estate agent
95827,Food establishment
95828,Medical organization
95829,Travel agency
95830,Professional service
95831,Real estate agent
95832,Government office
95833,Sports activity location
95834,Sports activity location
95835,Automotive business
95836,Shopping center
95837,Food establishment
95838,Internet cafe
95839,Television station
95840,Sports activity location
95841,Child care
95842,Tourist information center
95843,Employment agency
95844,Medical organization
95845,Dry cleaning or laundry
95846,Food establishment
95847,Shopping center
95848,Lodging business
95849,Shopping center
95850,Child care
95851,Lodging business
95852,Store
95853,Automotive business
95854,Self storage
95855,Self storage
95856,Sports activity location
95857,Automotive business
95858,Financial service
95859,Child care
95860,Food establishment
95861,Store
95862,Animal shelter
95863,Shopping center
95864,Child care
95865,Government office
95866,Television station
95867,Animal shelter
95868,Professional service
95869,Store
95870,Shopping center
95871,Dry cleaning or laundry
95872,Professional service
95873,Entertainment business
95874,Tourist information center
95875,Medical organization
95876,Employment agency
95877,Government office
95878,Child care
95879,Shopping center
95880,Entertainment business
95881,Internet cafe
95882,Dry cleaning or laundry
95883,Real estate agent
95884,Travel agency
95885,Store
95886,Professional service
95887,Health and construction business
95888,Shopping center
95889,Store
95890,Shopping center
95891,Store
95892,Government office
95893,Lodging business
95894,Professional service
95895,Government office
95896,Sports activity location
95897,Shopping center
95898,Child care
95899,Emergency services
95900,Employment agency
95901,Food establishment
95902,Tourist information center
95903,Government office
95904,Entertainment business
95905,Food establishment
95906,Dry cleaning or laundry
95907,Store
95908,Shopping center
95909,Real estate agent
95910,Dry cleaning or laundry
95911,Automotive business
95912,Real estate agent
95913,Government office
95914,Emergency services
95915,Internet cafe
95916,Food establishment
95917,Financial service
95918,Self storage
95919,Real estate agent
95920,Internet cafe
95921,Store
95922,Lodging business
95923,Medical organization
95924,Animal shelter
95925,Health and construction business
95926,Health and construction business
95927,Employment agency
95928,Internet cafe
95929,Library
95930,Lodging business
95931,Travel agency
95932,Entertainment business
95933,Food establishment
95934,Dry cleaning or laundry
95935,Dry cleaning or laundry
95936,Travel agency
95937,Lodging business
95938,Store
95939,Travel agency
95940,Shopping center
95941,Food establishment
95942,Entertainment business
95943,Government office
95944,Employment agency
95945,Real estate agent
95946,Animal shelter
95947,Professional service
95948,Emergency services
95949,Television station
95950,Tourist information center
95951,Internet cafe
95952,Sports activity location
95953,Government office
95954,Dry cleaning or laundry
95955,Emergency services
95956,Shopping center
95957,Library
95958,Government office
95959,Travel agency
95960,Medical organization
95961,Internet cafe
95962,Store
95963,Financial service
95964,Professional service
95965,Animal shelter
95966,Television station
95967,Tourist information center
95968,Entertainment business
95969,Government office
95970,Food establishment
95971,Tourist information center
95972,Food establishment
95973,Library
95974,Real estate agent
95975,Dry cleaning or laundry
95976,Television station
95977,Food establishment
95978,Animal shelter
95979,Medical organization
95980,Library
95981,Government office
95982,Financial service
95983,Television station
95984,Sports activity location
95985,Self storage
95986,Store
95987,Dry cleaning or laundry
95988,Store
95989,Internet cafe
95990,Sports activity location
95991,Medical organization
95992,Shopping center
95993,Dry cleaning or laundry
95994,Entertainment business
95995,Self storage
95996,Sports activity location
95997,Internet cafe
95998,Food establishment
95999,Government office
96000,Employment agency
96001,Health and construction business
96002,Store
96003,Health and construction business
96004,Animal shelter
96005,Entertainment business
96006,Automotive business
96007,Tourist information center
96008,Employment agency
96009,Library
96010,Travel agency
96011,Medical organization
96012,Child care
96013,Tourist information center
96014,Employment agency
96015,Financial service
96016,Travel agency
96017,Tourist information center
96018,Shopping center
96019,Store
96020,Animal shelter
96021,Government office
96022,Government office
96023,Travel agency
96024,Government office
96025,Travel agency
96026,Medical organization
96027,Emergency services
96028,Employment agency
96029,Tourist information center
96030,Internet cafe
96031,Shopping center
96032,Medical organization
96033,Health and construction business
96034,Animal shelter
96035,Automotive business
96036,Food establishment
96037,Animal shelter
96038,Financial service
96039,Real estate agent
96040,Dry cleaning or laundry
96041,Library
96042,Sports activity location
96043,Employment agency
96044,Tourist information center
96045,Health and construction business
96046,Automotive business
96047,Tourist information center
96048,Television station
96049,Emergency services
96050,Financial service
96051,Dry cleaning or laundry
96052,Lodging business
96053,Television station
96054,Professional service
96055,Real estate agent
96056,Television station
96057,Tourist information center
96058,Store
96059,Child care
96060,Real estate agent
96061,Entertainment business
96062,Internet cafe
96063,Tourist information center
96064,Health and construction business
96065,Government office
96066,Automotive business
96067,Government office
96068,Shopping center
96069,Child care
96070,Professional service
96071,Emergency services
96072,Self storage
96073,Food establishment
96074,Television station
96075,Entertainment business
96076,Emergency services
96077,Internet cafe
96078,Television station
96079,Real estate agent
96080,Government office
96081,Library
96082,Financial service
96083,Internet cafe
96084,Emergency services
96085,Food establishment
96086,Automotive business
96087,Store
96088,Lodging business
96089,Emergency services
96090,Child care
96091,Animal shelter
96092,Sports activity location
96093,Dry cleaning or laundry
96094,Real estate agent
96095,Library
96096,Automotive business
96097,Sports activity location
96098,Sports activity location
96099,Financial service
96100,Food establishment
96101,Travel agency
96102,Library
96103,Health and construction business
96104,Self storage
96105,Internet cafe
96106,Real estate agent
96107,Library
96108,Internet cafe
96109,Real estate agent
96110,Dry cleaning or laundry
96111,Real estate agent
96112,Real estate agent
96113,Medical organization
96114,Animal shelter
96115,Shopping center
96116,Health and construction business
96117,Internet cafe
96118,Library
96119,Government office
96120,Financial service
96121,Medical organization
96122,Animal shelter
96123,Lodging business
96124,Financial service
96125,Financial service
96126,Child care
96127,Library
96128,Automotive business
96129,Automotive business
96130,Automotive business
96131,Television station
96132,Dry cleaning or laundry
96133,Food establishment
96134,Real estate agent
96135,Tourist information center
96136,Medical organization
96137,Tourist information center
96138,Real estate agent
96139,Medical organization
96140,Child care
96141,Internet cafe
96142,Library
96143,Sports activity location
96144,Self storage
96145,Self storage
96146,Automotive business
96147,Travel agency
96148,Store
96149,Government office
96150,Government office
96151,Professional service
96152,Food establishment
96153,Shopping center
96154,Shopping center
96155,Internet cafe
96156,Child care
96157,Medical organization
96158,Health and construction business
96159,Library
96160,Animal shelter
96161,Automotive business
96162,Television station
96163,Tourist information center
96164,Sports activity location
96165,Employment agency
96166,Sports activity location
96167,Television station
96168,Professional service
96169,Automotive business
96170,Government office
96171,Tourist information center
96172,Dry cleaning or laundry
96173,Medical organization
96174,Sports activity location
96175,Dry cleaning or laundry
96176,Government office
96177,Financial service
96178,Television station
96179,Television station
96180,Television station
96181,Self storage
96182,Tourist information center
96183,Professional service
96184,Animal shelter
96185,Library
96186,Dry cleaning or laundry
96187,Internet cafe
96188,Professional service
96189,Library
96190,Emergency services
96191,Library
96192,Television station
96193,Sports activity location
96194,Health and construction business
96195,Automotive business
96196,Medical organization
96197,Sports activity location
96198,Employment agency
96199,Food establishment
96200,Self storage
96201,Food establishment
96202,Television station
96203,Professional service
96204,Internet cafe
96205,Animal shelter
96206,Financial service
96207,Internet cafe
96208,Entertainment business
96209,Dry cleaning or laundry
96210,Child care
96211,Travel agency
96212,Real estate agent
96213,Shopping center
96214,Child care
96215,Child care
96216,Self storage
96217,Dry cleaning or laundry
96218,Emergency services
96219,Lodging business
96220,Travel agency
96221,Dry cleaning or laundry
96222,Automotive business
96223,Automotive business
96224,Real estate agent
96225,Entertainment business
96226,Lodging business
96227,Food establishment
96228,Real estate agent
96229,Professional service
96230,Animal shelter
96231,Dry cleaning or laundry
96232,Dry cleaning or laundry
96233,Emergency services
96234,Sports activity location
96235,Entertainment business
96236,Government office
96237,Self storage
96238,Employment agency
96239,Self storage
96240,Health and construction business
96241,Automotive business
96242,Animal shelter
96243,Tourist information center
96244,Entertainment business
96245,Health and construction business
96246,Entertainment business
96247,Self storage
96248,Medical organization
96249,Government office
96250,Shopping center
96251,Child care
96252,Store
96253,Lodging business
96254,Professional service
96255,Emergency services
96256,Entertainment business
96257,Government office
96258,Child care
96259,Store
96260,Entertainment business
96261,Automotive business
96262,Medical organization
96263,Lodging business
96264,Shopping center
96265,Child care
96266,Food establishment
96267,Internet cafe
96268,Emergency services
96269,Shopping center
96270,Self storage
96271,Financial service
96272,Shopping center
96273,Food establishment
96274,Government office
96275,Travel agency
96276,Entertainment business
96277,Entertainment business
96278,Store
96279,Store
96280,Tourist information center
96281,Lodging business
96282,Employment agency
96283,Financial service
96284,Library
96285,Emergency services
96286,Animal shelter
96287,Lodging business
96288,Tourist information center
96289,Lodging business
96290,Government office
96291,Food establishment
96292,Lodging business
96293,Sports activity location
96294,Lodging business
96295,Shopping center
96296,Health and construction business
96297,Real estate agent
96298,Travel agency
96299,Child care
96300,Emergency services
96301,Government office
96302,Library
96303,Sports activity location
96304,Self storage
96305,Store
96306,Employment agency
96307,Food establishment
96308,Library
96309,Sports activity location
96310,Sports activity location
96311,Real estate agent
96312,Dry cleaning or laundry
96313,Medical organization
96314,Tourist information center
96315,Medical organization
96316,Self storage
96317,Medical organization
96318,Entertainment business
96319,Food establishment
96320,Store
96321,Lodging business
96322,Health and construction business
96323,Animal shelter
96324,Shopping center
96325,Library
96326,Dry cleaning or laundry
96327,Child care
96328,Entertainment business
96329,Television station
96330,Automotive business
96331,Tourist information center
96332,Sports activity location
96333,Medical organization
96334,Dry cleaning or laundry
96335,Health and construction business
96336,Automotive business
96337,Lodging business
96338,Shopping center
96339,Tourist information center
96340,Medical organization
96341,Library
96342,Library
96343,Real estate agent
96344,Dry cleaning or laundry
96345,Professional service
96346,Professional service
96347,Emergency services
96348,Dry cleaning or laundry
96349,Travel agency
96350,Automotive business
96351,Financial service
96352,Travel agency
96353,Food establishment
96354,Internet cafe
96355,Automotive business
96356,Travel agency
96357,Television station
96358,Shopping center
96359,Travel agency
96360,Professional service
96361,Professional service
96362,Government office
96363,Professional service
96364,Government office
96365,Television station
96366,Child care
96367,Emergency services
96368,Medical organization
96369,Entertainment business
96370,Sports activity location
96371,Animal shelter
96372,Library
96373,Professional service
96374,Shopping center
96375,Shopping center
96376,Internet cafe
96377,Dry cleaning or laundry
96378,Travel agency
96379,Travel agency
96380,Travel agency
96381,Animal shelter
96382,Dry cleaning or laundry
96383,Real estate agent
96384,Self storage
96385,Library
96386,Sports activity location
96387,Tourist information center
96388,Sports activity location
96389,Tourist information center
96390,Travel agency
96391,Shopping center
96392,Tourist information center
96393,Medical organization
96394,Emergency services
96395,Financial service
96396,Store
96397,Emergency services
96398,Library
96399,Store
96400,Dry cleaning or laundry
96401,Automotive business
96402,Child care
96403,Government office
96404,Animal shelter
96405,Entertainment business
96406,Tourist information center
96407,Animal shelter
96408,Government office
96409,Internet cafe
96410,Store
96411,Health and construction business
96412,Employment agency
96413,Sports activity location
96414,Financial service
96415,Television station
96416,Internet cafe
96417,Automotive business
96418,Child care
96419,Real estate agent
96420,Travel agency
96421,Internet cafe
96422,Professional service
96423,Animal shelter
96424,Government office
96425,Travel agency
96426,Automotive business
96427,Food establishment
96428,Food establishment
96429,Real estate agent
96430,Television station
96431,Real estate agent
96432,Self storage
96433,Store
96434,Lodging business
96435,Television station
96436,Travel agency
96437,Emergency services
96438,Store
96439,Store
96440,Shopping center
96441,Medical organization
96442,Store
96443,Dry cleaning or laundry
96444,Sports activity location
96445,Shopping center
96446,Travel agency
96447,Lodging business
96448,Health and construction business
96449,Sports activity location
96450,Lodging business
96451,Child care
96452,Financial service
96453,Animal shelter
96454,Automotive business
96455,Dry cleaning or laundry
96456,Automotive business
96457,Automotive business
96458,Child care
96459,Real estate agent
96460,Shopping center
96461,Dry cleaning or laundry
96462,Government office
96463,Employment agency
96464,Sports activity location
96465,Financial service
96466,Financial service
96467,Financial service
96468,Food establishment
96469,Store
96470,Financial service
96471,Food establishment
96472,Health and construction business
96473,Health and construction business
96474,Government office
96475,Sports activity location
96476,Tourist information center
96477,Sports activity location
96478,Library
96479,Food establishment
96480,Tourist information center
96481,Shopping center
96482,Financial service
96483,Employment agency
96484,Sports activity location
96485,Sports activity location
96486,Employment agency
96487,Lodging business
96488,Dry cleaning or laundry
96489,Tourist information center
96490,Internet cafe
96491,Professional service
96492,Medical organization
96493,Real estate agent
96494,Government office
96495,Child care
96496,Entertainment business
96497,Animal shelter
96498,Shopping center
96499,Self storage
96500,Health and construction business
96501,Emergency services
96502,Health and construction business
96503,Shopping center
96504,Financial service
96505,Internet cafe
96506,Child care
96507,Lodging business
96508,Store
96509,Television station
96510,Emergency services
96511,Sports activity location
96512,Shopping center
96513,Store
96514,Food establishment
96515,Government office
96516,Financial service
96517,Animal shelter
96518,Dry cleaning or laundry
96519,Medical organization
96520,Financial service
96521,Tourist information center
96522,Food establishment
96523,Library
96524,Food establishment
96525,Store
96526,Television station
96527,Television station
96528,Professional service
96529,Shopping center
96530,Shopping center
96531,Medical organization
96532,Library
96533,Financial service
96534,Professional service
96535,Government office
96536,Tourist information center
96537,Tourist information center
96538,Internet cafe
96539,Professional service
96540,Medical organization
96541,Self storage
96542,Lodging business
96543,Lodging business
96544,Medical organization
96545,Emergency services
96546,Sports activity location
96547,Automotive business
96548,Health and construction business
96549,Library
96550,Lodging business
96551,Automotive business
96552,Dry cleaning or laundry
96553,Travel agency
96554,Health and construction business
96555,Real estate agent
96556,Medical organization
96557,Lodging business
96558,Dry cleaning or laundry
96559,Government office
96560,Dry cleaning or laundry
96561,Employment agency
96562,Tourist information center
96563,Dry cleaning or laundry
96564,Financial service
96565,Entertainment business
96566,Food establishment
96567,Government office
96568,Travel agency
96569,Animal shelter
96570,Travel agency
96571,Self storage
96572,Tourist information center
96573,Employment agency
96574,Food establishment
96575,Travel agency
96576,Lodging business
96577,Self storage
96578,Medical organization
96579,Store
96580,Dry cleaning or laundry
96581,Self storage
96582,Library
96583,Internet cafe
96584,Shopping center
96585,Television station
96586,Real estate agent
96587,Lodging business
96588,Government office
96589,Professional service
96590,Travel agency
96591,Library
96592,Library
96593,Employment agency
96594,Emergency services
96595,Shopping center
96596,Food establishment
96597,Government office
96598,Employment agency
96599,Entertainment business
96600,Automotive business
96601,Automotive business
96602,Internet cafe
96603,Internet cafe
96604,Library
96605,Health and construction business
96606,Entertainment business
96607,Health and construction business
96608,Sports activity location
96609,Dry cleaning or laundry
96610,Employment agency
96611,Dry cleaning or laundry
96612,Store
96613,Emergency services
96614,Government office
96615,Travel agency
96616,Child care
96617,Real estate agent
96618,Travel agency
96619,Financial service
96620,Automotive business
96621,Professional service
96622,Government office
96623,Entertainment business
96624,Internet cafe
96625,Television station
96626,Self storage
96627,Entertainment business
96628,Entertainment business
96629,Self storage
96630,Emergency services
96631,Entertainment business
96632,Employment agency
96633,Animal shelter
96634,Real estate agent
96635,Tourist information center
96636,Store
96637,Professional service
96638,Government office
96639,Emergency services
96640,Shopping center
96641,Emergency services
96642,Real estate agent
96643,Internet cafe
96644,Emergency services
96645,Tourist information center
96646,Store
96647,Employment agency
96648,Self storage
96649,Self storage
96650,Television station
96651,Emergency services
96652,Professional service
96653,Library
96654,Medical organization
96655,Sports activity location
96656,Emergency services
96657,Store
96658,Professional service
96659,Child care
96660,Medical organization
96661,Store
96662,Lodging business
